online,local_hour,free_sh_share,avg_eta_hours,city_area,hour,day_of_week,month,tariff_zone_abidjan,tariff_zone_lahore,tariff_zone_lima
544.0,2025-05-15 23:00:00,0.939868981759724,0.1859912110176025,600,23,3,5,0,0,1
69.0,2025-05-15 23:00:00,0.7075181466631357,0.260642100926116,650,23,3,5,0,1,0
734.0,2025-05-09 15:00:00,0.6217736999191944,0.7345163572672694,600,15,4,5,0,0,1
649.0,2025-05-09 12:00:00,0.2080382373414953,0.3304157894330187,400,12,4,5,1,0,0
793.0,2025-05-13 17:00:00,0.7232165246683153,0.403614460902339,600,17,1,5,0,0,1
33.0,2025-05-07 08:00:00,0.8853057529177901,0.2788461941157994,650,8,2,5,0,1,0
135.0,2025-05-09 18:00:00,0.6128897182649856,0.3007958833841397,650,18,4,5,0,1,0
108.0,2025-05-08 13:00:00,0.5373519082066177,0.2996002291758944,650,13,3,5,0,1,0
652.0,2025-05-08 22:00:00,0.8828670021122238,0.1954917333164733,600,22,3,5,0,0,1
641.0,2025-05-13 12:00:00,0.2028013609589891,0.309748754500925,400,12,1,5,1,0,0
523.0,2025-05-15 19:00:00,0.374361260763227,0.2819146756008047,400,19,3,5,1,0,0
32.0,2025-05-12 00:00:00,0.7560846784416463,0.2377668722245759,650,0,0,5,0,1,0
141.0,2025-05-06 04:00:00,0.961202237411675,0.1377543752543752,600,4,1,5,0,0,1
602.0,2025-05-19 09:00:00,0.7873836705947903,0.3076271159581515,600,9,0,5,0,0,1
409.0,2025-05-20 08:00:00,0.4412856985698221,0.3685505083931538,400,8,1,5,1,0,0
19.0,2025-05-13 01:00:00,0.6755610086114965,0.187140173490248,400,1,1,5,1,0,0
772.0,2025-05-06 12:00:00,0.6658459004488492,0.4387894316632515,600,12,1,5,0,0,1
14.0,2025-05-19 03:00:00,0.4860364465368665,0.2022441954149271,400,3,0,5,1,0,0
672.0,2025-05-20 08:00:00,0.8320438638493668,0.302881634949867,600,8,1,5,0,0,1
56.0,2025-05-01 22:00:00,0.6265063383750085,0.2466908677753322,650,22,3,5,0,1,0
47.0,2025-05-03 09:00:00,0.8522744290433819,0.2674251827703547,650,9,5,5,0,1,0
472.0,2025-05-04 02:00:00,0.9819480871845888,0.2148048716605552,600,2,6,5,0,0,1
40.0,2025-05-20 08:00:00,0.8412861681094601,0.2764258425001206,650,8,1,5,0,1,0
844.0,2025-05-09 20:00:00,0.758480920778944,0.320731473497,600,20,4,5,0,0,1
22.0,2025-05-20 02:00:00,0.5630960330182231,0.2336965215773809,400,2,1,5,1,0,0
17.0,2025-05-13 05:00:00,0.8490314832598297,0.2734860075221521,650,5,1,5,0,1,0
717.0,2025-05-04 13:00:00,0.742349386049659,0.3174006920776511,600,13,6,5,0,0,1
120.0,2025-05-11 07:00:00,0.4005587383564636,0.3004177405553088,400,7,6,5,1,0,0
783.0,2025-05-15 17:00:00,0.7170744748593527,0.8218648793281832,600,17,3,5,0,0,1
71.0,2025-05-13 23:00:00,0.7419373030366284,0.2459483849259758,650,23,1,5,0,1,0
782.0,2025-05-06 09:00:00,0.8083584187250202,0.3907949456329044,600,9,1,5,0,0,1
131.0,2025-05-06 06:00:00,0.5661413005436431,0.3472246356704762,400,6,1,5,1,0,0
656.0,2025-05-10 16:00:00,0.3013605822211611,0.3401346808458153,400,16,5,5,1,0,0
548.0,2025-05-01 14:00:00,0.3729484834391305,0.286215376222142,400,14,3,5,1,0,0
103.0,2025-05-19 14:00:00,0.4612933618019236,0.2874868666801729,650,14,0,5,0,1,0
539.0,2025-05-03 08:00:00,0.8210491204901766,0.2780022617269305,600,8,5,5,0,0,1
670.0,2025-05-14 15:00:00,0.3061223157661257,0.3093921918820568,400,15,2,5,1,0,0
342.0,2025-05-11 05:00:00,0.97791135925183,0.2268148596538427,600,5,6,5,0,0,1
108.0,2025-05-17 20:00:00,0.511402219064651,0.3059531284117281,650,20,5,5,0,1,0
72.0,2025-05-05 10:00:00,0.7796232589222519,0.2940938609678494,650,10,0,5,0,1,0
642.0,2025-05-15 11:00:00,0.2204555724550518,0.354038643967609,400,11,3,5,1,0,0
750.0,2025-05-02 12:00:00,0.6550589443418924,0.393964857953879,600,12,4,5,0,0,1
